Name,Dosage Form,Manufacturer,Expiry_Date,Sales_Count,Pharmacy_Name,day_of_sales
Dextronazole,Inhaler,Pfizer Inc.,2025-01-06,297,Costco Pharmacy,2024-03-24
Ibuprovir,Injection,Teva Pharmaceutical Industries Ltd.,2023-10-24,59,Shoppers Drug Mart,2023-08-31
Acetomycin,Drops,Eli Lilly and Company,2024-01-05,218,Publix Pharmacy,2024-03-05
Dextrovir,Capsule,Sanofi S.A.,2024-11-04,150,Shoppers Drug Mart,2024-04-18
Ibupromet,Capsule,Pfizer Inc.,2025-08-26,393,H-E-B Pharmacy,2025-02-02
Ibupromet,Drops,Amgen Inc.,2024-11-13,310,WellnessPharm,2024-10-30
Cefprofen,Syrup,Eli Lilly and Company,2024-09-21,274,Health Mart Pharmacy,2024-10-26
Amoxinazole,Ointment,Takeda Pharmaceutical Company Limited,2024-12-31,378,PharmaSave,2022-08-14
Metovir,Drops,Sanofi S.A.,2025-06-22,284,Health Mart Pharmacy,2023-11-07
Ibupronazole,Capsule,Biogen Inc.,2026-03-07,177,PharmaChoice,2023-08-23
Cefnazole,Syrup,Eli Lilly and Company,2025-07-31,50,Lloyds Pharmacy,2024-10-16
Acetonazole,Tablet,Bristol-Myers Squibb Company,2025-09-26,286,H-E-B Pharmacy,2024-10-07
Dextrostatin,Capsule,Johnson & Johnson,2024-04-27,261,H-E-B Pharmacy,2024-01-02
Amoxiphen,Tablet,AstraZeneca plc,2024-07-02,55,Albertsons Pharmacy,2024-12-20
Dextroprofen,Ointment,Teva Pharmaceutical Industries Ltd.,2025-08-28,401,Walgreens,2024-01-18
Clariprofen,Injection,Pfizer Inc.,2025-03-09,176,Lloyds Pharmacy,2023-12-02
Metomycin,Drops,GlaxoSmithKline plc,2023-02-24,248,Health Mart Pharmacy,2023-08-30
Clariprofen,Inhaler,Amgen Inc.,2025-11-29,73,Rexall Pharmacy,2025-03-16
Acetomycin,Injection,"Merck & Co., Inc.",2024-06-02,374,Walmart Pharmacy,2023-01-17
Acetophen,Tablet,Sanofi S.A.,2026-02-05,286,PharmaChoice,2025-10-27
Dextromet,Injection,Novo Nordisk A/S,2023-11-10,245,WellnessPharm,2023-11-08
Acetonazole,Inhaler,Takeda Pharmaceutical Company Limited,2025-05-12,359,Meijer Pharmacy,2023-11-04
Amoximycin,Injection,Biogen Inc.,2025-04-24,317,MediCare,2023-09-19
Ibuprocillin,Inhaler,Eli Lilly and Company,2024-01-31,376,Pharmasave,2022-10-20
Ibuprocillin,Syrup,Pfizer Inc.,2025-10-05,337,Boots,2023-02-25
Clarinazole,Ointment,Bayer AG,2023-12-15,409,Pharmasave,2024-03-02
Acetophen,Drops,Teva Pharmaceutical Industries Ltd.,2025-12-17,204,Albertsons Pharmacy,2025-03-14
Cefmet,Capsule,AbbVie Inc.,2026-08-18,87,MediCare,2024-12-27
Clarimycin,Inhaler,Biogen Inc.,2025-02-20,181,MediCare,2024-05-09
Metophen,Drops,Novartis AG,2024-09-29,467,Shoppers Drug Mart,2024-09-01
Ibuprostatin,Syrup,GlaxoSmithKline plc,2024-05-31,162,Apollo Pharmacy,2024-02-14
Metoprofen,Tablet,Teva Pharmaceutical Industries Ltd.,2024-07-19,470,Albertsons Pharmacy,2023-11-07
Cefnazole,Ointment,Takeda Pharmaceutical Company Limited,2026-02-26,294,Watsons,2024-12-19
Acetovir,Drops,Johnson & Johnson,2023-12-25,336,Netmeds,2024-06-30
Dextrovir,Ointment,Biogen Inc.,2026-06-14,386,Dis-Chem Pharmacy,2024-05-25
Metomycin,Inhaler,Pfizer Inc.,2023-12-21,83,Guardian Pharmacy,2024-02-10
Dextronazole,Inhaler,AstraZeneca plc,2024-10-01,304,Apollo Pharmacy,2024-10-01
Cefmet,Injection,GlaxoSmithKline plc,2023-11-29,461,Watsons,2023-06-29
Dolostatin,Capsule,Boehringer Ingelheim GmbH,2024-09-17,301,PharmaChoice,2024-02-21
Amoximet,Ointment,Pfizer Inc.,2022-12-28,196,MedPlus,2024-09-02
Acetomet,Capsule,Johnson & Johnson,2023-09-28,290,Rite Aid,2022-11-27
Dolocillin,Ointment,AstraZeneca plc,2025-05-05,145, Superdrug,2025-03-07
Metocillin,Injection,AstraZeneca plc,2024-09-10,159,Dis-Chem Pharmacy,2022-03-18
Amoxiprofen,Capsule,Novartis AG,2025-02-19,63,Guardian Pharmacy,2024-04-05
Dextromycin,Inhaler,Pfizer Inc.,2023-04-03,330,Rexall Pharmacy,2024-10-03
Clariphen,Tablet,CSL Limited,2025-12-12,202,Walmart Pharmacy,2023-06-21
Clarinazole,Syrup,GlaxoSmithKline plc,2024-08-19,372,Netmeds,2024-03-24
Metoprofen,Injection,Sanofi S.A.,2025-10-02,293,Walmart Pharmacy,2023-06-21
Cefcillin,Syrup,Johnson & Johnson,2025-02-05,350,Health Mart Pharmacy,2024-12-31
Amoximycin,Capsule,AstraZeneca plc,2026-04-26,486,MediCare,2023-12-16
Clariprofen,Tablet,Bristol-Myers Squibb Company,2023-11-03,104,H-E-B Pharmacy,2024-03-28
Ibuproprofen,Ointment,Amgen Inc.,2024-05-06,315,MediCare,2023-08-10
Acetonazole,Injection,Novartis AG,2024-11-13,55,Kroger Pharmacy,2023-10-31
Ibuprovir,Tablet,Eli Lilly and Company,2025-12-21,164,WellnessPharm,2025-06-19
Clariphen,Drops,Bristol-Myers Squibb Company,2023-10-22,327,MediCare,2024-08-14
Acetoprofen,Ointment,CSL Limited,2023-05-03,321,Kroger Pharmacy,2024-01-03
Acetomycin,Syrup,Johnson & Johnson,2025-03-15,260,PharmaSave,2025-02-28
Ibupronazole,Inhaler,Johnson & Johnson,2023-05-22,404,Netmeds,2024-08-30
Doloprofen,Inhaler,Roche Holding AG,2024-08-06,103,Shoppers Drug Mart,2024-01-26
Dextromycin,Injection,AstraZeneca plc,2024-11-24,410,PharmaSave,2024-12-16
Amoximycin,Tablet,Teva Pharmaceutical Industries Ltd.,2023-03-01,259,Apollo Pharmacy,2023-04-09
Dextronazole,Ointment,Eli Lilly and Company,2025-07-18,421,Dis-Chem Pharmacy,2023-05-11
Cefvir,Injection,Biogen Inc.,2026-03-14,321,Target Pharmacy,2024-08-06
Doloprofen,Syrup,Pfizer Inc.,2026-05-08,53,Safeway Pharmacy,2025-07-24
Cefphen,Tablet,Bristol-Myers Squibb Company,2023-02-13,188,Shoppers Drug Mart,2024-12-21
Clariprofen,Inhaler,Takeda Pharmaceutical Company Limited,2025-12-20,431,CVS Pharmacy,2023-03-19
Clarivir,Capsule,Boehringer Ingelheim GmbH,2025-02-18,276,WellnessPharm,2024-12-05
Clariprofen,Capsule,Eli Lilly and Company,2026-02-15,364,Netmeds,2024-11-04
Claristatin,Ointment,Bristol-Myers Squibb Company,2025-08-05,248,WellnessPharm,2025-04-03
Amoxiphen,Injection,Takeda Pharmaceutical Company Limited,2024-01-27,324,Watsons,2022-11-14
Amoxivir,Inhaler,"Merck & Co., Inc.",2024-08-08,112,H-E-B Pharmacy,2024-09-27
Dextrostatin,Capsule,Novo Nordisk A/S,2024-05-29,152,Albertsons Pharmacy,2023-09-26
Acetomycin,Ointment,Teva Pharmaceutical Industries Ltd.,2023-11-05,179,Albertsons Pharmacy,2023-04-14
Metoprofen,Drops,Sanofi S.A.,2025-09-03,228,Walmart Pharmacy,2025-01-19
Amoxiprofen,Inhaler,Biogen Inc.,2025-12-16,420,WellnessPharm,2025-10-10
Acetovir,Syrup,"Merck & Co., Inc.",2024-08-23,411,Uniprix,2024-11-18
Amoxinazole,Injection,Novo Nordisk A/S,2026-05-07,400,CarePlus Pharmacy,2023-12-22
Dextrophen,Drops,Novo Nordisk A/S,2023-02-24,303,Rite Aid,2022-12-21
Cefphen,Injection,Pfizer Inc.,2025-02-04,450,H-E-B Pharmacy,2024-07-24
Dextromet,Capsule,"Gilead Sciences, Inc.",2025-04-02,169,Health Mart Pharmacy,2024-10-11
Dolovir,Capsule,AbbVie Inc.,2024-07-13,317,Clicks Pharmacy,2023-10-15
Metomycin,Ointment,Bayer AG,2024-09-12,179,Pharmasave,2023-12-21
Amoxicillin,Inhaler,Biogen Inc.,2024-02-28,483,HealthPlus,2023-06-28
Dextrocillin,Inhaler,Johnson & Johnson,2025-02-05,170,Target Pharmacy,2023-09-20
Ibuproprofen,Cream,Pfizer Inc.,2023-07-25,70,Duane Reade,2023-05-10
Dextrovir,Syrup,CSL Limited,2025-01-08,291,Rexall Pharmacy,2024-10-24
Dolomycin,Cream,Sanofi S.A.,2024-04-13,323,Target Pharmacy,2023-08-12
Acetomycin,Tablet,CSL Limited,2025-04-03,188,Publix Pharmacy,2025-02-10
Cefmet,Injection,"Merck & Co., Inc.",2025-04-03,464,Dis-Chem Pharmacy,2024-08-28
Dolophen,Syrup,Bayer AG,2023-11-26,215,PharmaSave,2023-01-06
Ibupronazole,Injection,AstraZeneca plc,2023-03-07,178,Rite Aid,2022-06-06
Metophen,Inhaler,Sanofi S.A.,2024-05-08,335,Kroger Pharmacy,2024-04-22
Claristatin,Syrup,Bayer AG,2024-07-02,222,Clicks Pharmacy,2024-02-15
Ibuprovir,Syrup,Teva Pharmaceutical Industries Ltd.,2025-12-14,389,CVS Pharmacy,2024-06-07
Dolophen,Inhaler,Johnson & Johnson,2024-11-02,125,Watsons,2023-10-25
Metomycin,Inhaler,Amgen Inc.,2023-01-30,300,Duane Reade,2022-12-15
Dextroprofen,Drops,CSL Limited,2024-03-13,423,Costco Pharmacy,2022-12-06
Metovir,Tablet,Johnson & Johnson,2025-01-19,292,Albertsons Pharmacy,2024-12-04
Acetostatin,Cream,Eli Lilly and Company,2024-01-03,348,Guardian Pharmacy,2023-05-15
Amoxiprofen,Cream,Bristol-Myers Squibb Company,2025-04-21,74,MediCare,2024-08-15
Acetophen,Drops,Bayer AG,2024-12-19,401,CarePlus Pharmacy,2024-11-17
Dextrocillin,Injection,Roche Holding AG,2023-06-05,191,CarePlus Pharmacy,2023-01-26
Metoprofen,Cream,Teva Pharmaceutical Industries Ltd.,2024-02-17,498,PharmaChoice,2023-06-14
Dextrovir,Drops,Boehringer Ingelheim GmbH,2025-01-01,477,Guardian Pharmacy,2023-09-03
Dolostatin,Inhaler,Eli Lilly and Company,2024-01-31,174,Safeway Pharmacy,2024-01-03
Dolonazole,Inhaler,Biogen Inc.,2024-04-12,335,PharmaSave,2024-01-19
Ibupromycin,Drops,CSL Limited,2024-07-06,492,Shoppers Drug Mart,2022-10-04
Ibuprovir,Injection,Sanofi S.A.,2024-08-25,326,Safeway Pharmacy,2024-03-26
Clarimet,Inhaler,"Merck & Co., Inc.",2026-04-07,410,Rexall Pharmacy,2025-03-27
Clariphen,Inhaler,Boehringer Ingelheim GmbH,2026-06-02,248,Target Pharmacy,2024-02-19
Dextronazole,Tablet,"Gilead Sciences, Inc.",2022-12-02,359,Safeway Pharmacy,2024-03-26
Dolomet,Drops,Sanofi S.A.,2023-06-25,242,Lloyds Pharmacy,2024-03-27
Ibupromycin,Inhaler,CSL Limited,2023-03-03,94,Albertsons Pharmacy,2024-09-16
Dolostatin,Ointment,Novartis AG,2022-10-28,440,H-E-B Pharmacy,2023-02-16
Cefnazole,Inhaler,Novartis AG,2025-07-06,289,Shoppers Drug Mart,2023-11-17
Acetoprofen,Drops,Bayer AG,2025-07-14,53,Shoppers Drug Mart,2024-10-09
Amoximycin,Inhaler,Eli Lilly and Company,2024-06-05,404,HealthPlus,2023-05-04
Metomycin,Tablet,"Gilead Sciences, Inc.",2026-02-11,158,MediCare,2025-02-10
Ibupronazole,Tablet,Sanofi S.A.,2025-07-05,444,Shoppers Drug Mart,2024-02-04
Acetostatin,Cream,"Merck & Co., Inc.",2023-05-20,498,Kroger Pharmacy,2023-04-24
Acetovir,Drops,Pfizer Inc.,2026-08-10,434,Clicks Pharmacy,2025-06-20
Clariprofen,Cream,Johnson & Johnson,2023-04-19,269,CVS Pharmacy,2023-01-18
Amoxivir,Syrup,Novo Nordisk A/S,2025-09-11,219,Boots,2025-05-05
Metostatin,Syrup,Bayer AG,2026-08-15,299,Costco Pharmacy,2024-09-04
Ibuprostatin,Capsule,"Gilead Sciences, Inc.",2024-11-28,211,Watsons,2024-05-13
Dextromet,Cream,Sanofi S.A.,2025-02-12,245,Walgreens,2025-01-30
Clariphen,Drops,Sanofi S.A.,2024-10-11,276,Netmeds,2024-12-06
Metophen,Tablet,"Gilead Sciences, Inc.",2024-01-13,210, Superdrug,2023-07-21
Metonazole,Capsule,Teva Pharmaceutical Industries Ltd.,2026-02-23,342,HealthPlus,2022-07-14
Dextrostatin,Ointment,GlaxoSmithKline plc,2025-12-24,393,CVS Pharmacy,2024-05-05
Cefmycin,Cream,Roche Holding AG,2024-11-25,183,Health Mart Pharmacy,2023-04-04
Clarimet,Injection,Novartis AG,2024-05-05,241,CarePlus Pharmacy,2024-03-21
Cefnazole,Syrup,Amgen Inc.,2024-05-10,102,HealthPlus,2023-06-26
Ibuprovir,Ointment,AbbVie Inc.,2026-04-20,442,Walmart Pharmacy,2024-02-12
Dolocillin,Syrup,Amgen Inc.,2024-10-12,297,Pharmasave,2024-05-10
Acetocillin,Inhaler,Biogen Inc.,2026-01-09,59,Rite Aid,2023-10-28
Dolomet,Syrup,Biogen Inc.,2024-06-09,387,Safeway Pharmacy,2023-05-28
Amoxicillin,Tablet,AbbVie Inc.,2024-12-09,381,PharmaSave,2024-08-11
Dextrophen,Cream,Johnson & Johnson,2024-05-15,65,Safeway Pharmacy,2024-04-26
Metoprofen,Capsule,Johnson & Johnson,2025-01-12,440,Costco Pharmacy,2022-10-28
Acetostatin,Capsule,Eli Lilly and Company,2023-11-12,75,Clicks Pharmacy,2024-02-06
Acetocillin,Inhaler,Roche Holding AG,2023-01-03,100,Safeway Pharmacy,2024-04-18
Doloprofen,Tablet,Teva Pharmaceutical Industries Ltd.,2026-07-11,139, Superdrug,2026-04-30
Dextrocillin,Cream,Pfizer Inc.,2023-12-15,146,HealthPlus,2024-01-11
Dolostatin,Cream,AstraZeneca plc,2025-09-09,254,Apollo Pharmacy,2022-08-19
Dextromycin,Inhaler,Novo Nordisk A/S,2024-12-21,167,CarePlus Pharmacy,2023-04-27
Cefcillin,Tablet,GlaxoSmithKline plc,2026-07-04,398,Netmeds,2024-05-07
Dolostatin,Cream,Novo Nordisk A/S,2026-02-04,199,Clicks Pharmacy,2024-11-04
Dextromycin,Inhaler,Teva Pharmaceutical Industries Ltd.,2023-07-31,500,PharmaChoice,2023-05-08
Dolovir,Drops,Johnson & Johnson,2022-12-31,243,PharmaSave,2024-02-12
Dextrovir,Syrup,AstraZeneca plc,2024-05-21,267, Superdrug,2023-10-14
Amoximycin,Tablet,Sanofi S.A.,2025-11-29,200,Apollo Pharmacy,2024-06-26
Acetomet,Cream,Bayer AG,2024-02-17,358,WellnessPharm,2023-02-28
Dextrostatin,Drops,Teva Pharmaceutical Industries Ltd.,2025-07-29,185,CarePlus Pharmacy,2025-07-24
Amoxiphen,Injection,Eli Lilly and Company,2025-08-19,412,Walmart Pharmacy,2024-10-21
Metocillin,Injection,Teva Pharmaceutical Industries Ltd.,2026-04-23,213,Duane Reade,2025-09-10
Acetomet,Inhaler,Amgen Inc.,2024-04-21,398,Lloyds Pharmacy,2024-03-23
Dextromycin,Capsule,Roche Holding AG,2023-12-29,61,HealthPlus,2023-11-22
Ibupromet,Syrup,Takeda Pharmaceutical Company Limited,2024-06-29,51,Lloyds Pharmacy,2024-06-27
Ibuprophen,Syrup,Johnson & Johnson,2024-03-07,429,Shoppers Drug Mart,2023-03-13
Dextromycin,Drops,"Gilead Sciences, Inc.",2023-11-23,234,Safeway Pharmacy,2022-10-09
Metovir,Tablet,Bristol-Myers Squibb Company,2023-09-25,312,Kroger Pharmacy,2024-03-01
Ibuprostatin,Inhaler,Bristol-Myers Squibb Company,2024-08-02,198,Rexall Pharmacy,2024-10-07
Acetovir,Capsule,Biogen Inc.,2024-04-24,366,Meijer Pharmacy,2023-11-15
Dolophen,Drops,Boehringer Ingelheim GmbH,2024-06-06,388,HealthPlus,2024-05-06
Metophen,Tablet,CSL Limited,2023-12-26,68,Albertsons Pharmacy,2024-07-08
Metomet,Injection,Bayer AG,2023-12-17,136,Costco Pharmacy,2024-08-11
Amoxiprofen,Tablet,Roche Holding AG,2025-05-18,90,Lloyds Pharmacy,2023-02-20
Dolomycin,Cream,Sanofi S.A.,2024-07-22,195,Apollo Pharmacy,2024-12-14
Metomycin,Syrup,Teva Pharmaceutical Industries Ltd.,2023-10-02,199,PharmaSave,2024-06-05
Amoxinazole,Cream,AstraZeneca plc,2025-02-11,239,Kroger Pharmacy,2024-12-24
Clarimycin,Inhaler,Amgen Inc.,2025-07-30,236, Superdrug,2024-11-01
Metomycin,Cream,"Gilead Sciences, Inc.",2024-07-06,417,Safeway Pharmacy,2022-12-02
Ibuprovir,Syrup,GlaxoSmithKline plc,2024-02-01,445,MediCare,2023-07-17
Claricillin,Ointment,Johnson & Johnson,2025-05-22,124,Rite Aid,2024-06-26
Ibuprostatin,Syrup,Eli Lilly and Company,2023-09-19,208,Apollo Pharmacy,2022-10-07
Dolomet,Injection,AbbVie Inc.,2026-03-18,82,Dis-Chem Pharmacy,2026-01-13
Ibuprostatin,Tablet,Bristol-Myers Squibb Company,2026-01-04,447,Rite Aid,2023-10-29
Dextroprofen,Ointment,"Gilead Sciences, Inc.",2023-04-04,86,Clicks Pharmacy,2023-06-27
Cefmycin,Syrup,Roche Holding AG,2026-03-18,287,Boots,2023-01-27
Ibuprophen,Tablet,Bristol-Myers Squibb Company,2025-06-25,153,Safeway Pharmacy,2024-10-13
Cefprofen,Capsule,Boehringer Ingelheim GmbH,2024-06-26,72,Rexall Pharmacy,2024-05-28
Ibupronazole,Inhaler,Novartis AG,2024-06-24,301,Publix Pharmacy,2023-11-17
Amoxiphen,Inhaler,Bristol-Myers Squibb Company,2026-01-06,358,Watsons,2025-01-01
Acetophen,Ointment,GlaxoSmithKline plc,2025-01-12,458,WellnessPharm,2023-08-29
Metovir,Tablet,Bristol-Myers Squibb Company,2024-12-03,275,Guardian Pharmacy,2024-09-14
Amoxicillin,Drops,Takeda Pharmaceutical Company Limited,2024-05-04,335,Shoppers Drug Mart,2023-11-07
Dextrocillin,Syrup,Novo Nordisk A/S,2023-05-03,478,MedPlus,2023-06-05
Ibupronazole,Injection,"Merck & Co., Inc.",2023-08-29,280,Duane Reade,2022-08-25
Amoximycin,Capsule,Novo Nordisk A/S,2026-01-23,301,MediCare,2025-04-13
Dolonazole,Capsule,Boehringer Ingelheim GmbH,2026-07-20,260, Superdrug,2025-04-08
Dextrostatin,Cream,"Gilead Sciences, Inc.",2024-07-23,90,WellnessPharm,2024-01-06
Claristatin,Syrup,"Gilead Sciences, Inc.",2025-09-15,288,CarePlus Pharmacy,2023-12-13
Dextromycin,Ointment,Novo Nordisk A/S,2022-12-17,118,Kroger Pharmacy,2022-10-02
Ibupromycin,Tablet,"Merck & Co., Inc.",2023-02-20,388,Walmart Pharmacy,2023-02-03
Clarivir,Ointment,"Gilead Sciences, Inc.",2023-07-01,375,Clicks Pharmacy,2023-05-24
Amoxivir,Syrup,Takeda Pharmaceutical Company Limited,2023-10-07,472,Watsons,2023-09-28
Dextrovir,Injection,Roche Holding AG,2025-03-20,148,Dis-Chem Pharmacy,2023-10-26
Claricillin,Drops,Novartis AG,2025-02-26,373,Uniprix,2024-04-28
Amoximet,Injection,AstraZeneca plc,2025-07-05,86,Health Mart Pharmacy,2024-07-19
Acetostatin,Capsule,Sanofi S.A.,2024-12-25,213,Walgreens,2024-11-06
Acetonazole,Tablet,GlaxoSmithKline plc,2024-01-06,464,H-E-B Pharmacy,2024-01-06
Dextrovir,Ointment,AstraZeneca plc,2025-12-13,450,Pharmasave,2024-10-30
Amoxicillin,Ointment,Boehringer Ingelheim GmbH,2023-10-17,446,MedPlus,2023-10-06
Ibuprocillin,Tablet,GlaxoSmithKline plc,2024-07-02,444,CarePlus Pharmacy,2024-06-07
Clarinazole,Drops,Novartis AG,2024-07-30,282, Superdrug,2024-08-27
Claricillin,Drops,Teva Pharmaceutical Industries Ltd.,2025-02-28,391,Costco Pharmacy,2024-12-14
Acetophen,Drops,Teva Pharmaceutical Industries Ltd.,2024-05-03,210,Publix Pharmacy,2024-04-08
Dextromet,Capsule,Novo Nordisk A/S,2023-08-07,287,Albertsons Pharmacy,2023-08-19
Amoxinazole,Cream,"Merck & Co., Inc.",2026-05-15,401,HealthPlus,2022-06-09
Amoxinazole,Cream,Bristol-Myers Squibb Company,2024-07-26,447,Target Pharmacy,2024-09-03
Dolovir,Ointment,Takeda Pharmaceutical Company Limited,2023-03-14,305,Dis-Chem Pharmacy,2023-02-23
Metophen,Cream,Amgen Inc.,2024-02-06,444,Clicks Pharmacy,2024-06-30
Amoximycin,Cream,Biogen Inc.,2025-10-19,348,Shoppers Drug Mart,2024-02-28
Ibupronazole,Cream,Teva Pharmaceutical Industries Ltd.,2023-01-31,319,Kroger Pharmacy,2024-02-10
Acetocillin,Syrup,"Gilead Sciences, Inc.",2025-07-13,389,MediCare,2023-09-16
Ibuprocillin,Capsule,Boehringer Ingelheim GmbH,2025-10-12,466, Superdrug,2024-07-17
Cefnazole,Cream,AbbVie Inc.,2024-07-11,366,Shoppers Drug Mart,2024-11-24
Ibuprostatin,Drops,AstraZeneca plc,2024-07-14,255,Lloyds Pharmacy,2023-03-31
Dolomycin,Injection,Eli Lilly and Company,2024-06-23,174,Lloyds Pharmacy,2024-06-15
Cefcillin,Syrup,Teva Pharmaceutical Industries Ltd.,2024-02-14,233,Boots,2024-02-03
Amoxivir,Injection,Biogen Inc.,2025-11-18,391,Lloyds Pharmacy,2025-03-08
Cefnazole,Capsule,Teva Pharmaceutical Industries Ltd.,2023-09-15,313,MedPlus,2024-12-06
Cefprofen,Syrup,Bayer AG,2022-11-13,233,CVS Pharmacy,2022-10-31
Metocillin,Syrup,Novartis AG,2025-01-03,320,Kroger Pharmacy,2022-06-26
Dolomycin,Cream,Amgen Inc.,2025-04-24,162,Boots,2025-02-28
Ibuproprofen,Injection,Johnson & Johnson,2025-09-26,314, Superdrug,2025-04-06
Metocillin,Inhaler,Eli Lilly and Company,2022-12-06,103,Watsons,2024-05-09
Acetonazole,Injection,GlaxoSmithKline plc,2024-04-09,449,CVS Pharmacy,2024-05-13
Dolonazole,Tablet,Bayer AG,2025-05-27,356,CVS Pharmacy,2024-12-11
Metonazole,Ointment,"Gilead Sciences, Inc.",2026-04-21,444,Meijer Pharmacy,2022-10-27
Dolostatin,Capsule,Biogen Inc.,2025-03-09,223,Meijer Pharmacy,2023-12-30
Cefmycin,Syrup,Novartis AG,2024-03-17,245,PharmaSave,2023-12-17
Cefprofen,Injection,Eli Lilly and Company,2025-10-13,281,WellnessPharm,2025-02-27
Cefmet,Injection,Novartis AG,2026-01-28,464,Netmeds,2024-12-15
Cefphen,Capsule,CSL Limited,2023-08-13,219,Target Pharmacy,2023-07-21
Acetovir,Cream,AbbVie Inc.,2026-06-01,235,Uniprix,2025-01-03
Dolovir,Syrup,"Merck & Co., Inc.",2025-04-18,163,CVS Pharmacy,2024-10-31
Ibupronazole,Capsule,"Gilead Sciences, Inc.",2024-03-27,370, Superdrug,2023-12-19
Clariphen,Cream,Roche Holding AG,2023-04-07,96,Shoppers Drug Mart,2023-08-18
Metomet,Capsule,Pfizer Inc.,2024-06-04,299,Health Mart Pharmacy,2022-10-23
Metostatin,Tablet,Bayer AG,2026-06-12,175,H-E-B Pharmacy,2024-07-22
Dolomet,Capsule,Bayer AG,2023-12-05,308,Clicks Pharmacy,2023-03-06
Ibuproprofen,Syrup,Biogen Inc.,2026-03-31,117,Shoppers Drug Mart,2025-11-20
Dextrocillin,Cream,Bayer AG,2024-03-24,180,Walmart Pharmacy,2024-03-12
Dolomet,Drops,Novo Nordisk A/S,2025-04-25,151,Pharmasave,2025-04-03
Dolomycin,Inhaler,Bayer AG,2023-11-05,243,Rite Aid,2023-08-27
Amoxinazole,Ointment,Novartis AG,2026-06-25,314,Dis-Chem Pharmacy,2026-04-12
Metomycin,Ointment,Teva Pharmaceutical Industries Ltd.,2025-06-28,190,Rexall Pharmacy,2025-06-24
Ibuproprofen,Cream,Amgen Inc.,2024-08-30,416,Walmart Pharmacy,2024-07-13
Dextrostatin,Cream,Teva Pharmaceutical Industries Ltd.,2025-03-15,105,Shoppers Drug Mart,2024-10-10
Ibupronazole,Capsule,Biogen Inc.,2025-08-03,145,Dis-Chem Pharmacy,2024-02-05
Acetostatin,Syrup,CSL Limited,2024-03-29,416,Boots,2023-04-22
Acetomycin,Syrup,"Gilead Sciences, Inc.",2022-12-11,110,Walmart Pharmacy,2024-06-15
Claristatin,Ointment,CSL Limited,2024-11-30,414,WellnessPharm,2024-04-26
Clarimycin,Tablet,Sanofi S.A.,2023-11-08,103,Albertsons Pharmacy,2024-04-26
Acetovir,Inhaler,AbbVie Inc.,2025-07-02,446,Shoppers Drug Mart,2024-10-29
Amoxicillin,Ointment,Sanofi S.A.,2023-07-09,339,Health Mart Pharmacy,2023-04-15
Dolocillin,Inhaler,"Gilead Sciences, Inc.",2025-11-07,139,Rite Aid,2025-07-01
Dextromet,Tablet,Sanofi S.A.,2023-08-15,250,Target Pharmacy,2023-12-13
Amoxiprofen,Capsule,Eli Lilly and Company,2025-05-31,267,Health Mart Pharmacy,2025-05-28
Amoxiprofen,Ointment,Takeda Pharmaceutical Company Limited,2023-09-27,249,Health Mart Pharmacy,2024-06-27
Metostatin,Inhaler,"Gilead Sciences, Inc.",2025-02-06,485,PharmaChoice,2024-04-29
Acetovir,Injection,Teva Pharmaceutical Industries Ltd.,2023-03-21,251,Rite Aid,2023-03-07
Dextronazole,Drops,Teva Pharmaceutical Industries Ltd.,2024-08-07,334,Rite Aid,2023-03-27
Dextroprofen,Syrup,Amgen Inc.,2025-02-14,152,Guardian Pharmacy,2024-05-03
Clarinazole,Syrup,Amgen Inc.,2025-03-10,383,Uniprix,2023-01-23
Metophen,Tablet,Biogen Inc.,2025-02-18,62, Superdrug,2024-10-03
Metocillin,Inhaler,Bristol-Myers Squibb Company,2024-06-29,261,MedPlus,2024-06-18
Metocillin,Tablet,Novo Nordisk A/S,2025-03-30,91,Duane Reade,2024-08-30
Ibuprostatin,Capsule,Sanofi S.A.,2026-02-23,170,Duane Reade,2024-08-12
Dolomet,Drops,Novo Nordisk A/S,2025-02-15,122,Albertsons Pharmacy,2024-02-11
Clarinazole,Drops,Novartis AG,2024-12-04,138,Meijer Pharmacy,2024-04-09
Amoximycin,Syrup,Amgen Inc.,2024-10-05,185,Watsons,2024-11-20
Dolostatin,Cream,Bayer AG,2025-04-15,235,Lloyds Pharmacy,2024-11-21
Dolonazole,Drops,Roche Holding AG,2024-07-22,117,MedPlus,2024-05-30
Dextromycin,Injection,Amgen Inc.,2022-09-02,494,Netmeds,2023-06-20
Acetonazole,Ointment,"Gilead Sciences, Inc.",2026-04-06,429,Kroger Pharmacy,2025-11-30
Dextrophen,Tablet,Novartis AG,2024-05-11,200,Boots,2024-01-03
Clarinazole,Drops,CSL Limited,2024-12-10,239,Walgreens,2024-04-30
Acetophen,Drops,"Gilead Sciences, Inc.",2025-05-26,212,Kroger Pharmacy,2024-05-19
Amoximet,Cream,AbbVie Inc.,2024-07-02,451, Superdrug,2024-04-29
Doloprofen,Drops,GlaxoSmithKline plc,2024-04-15,492,Shoppers Drug Mart,2024-10-14
Dextrocillin,Capsule,CSL Limited,2023-04-02,200,CarePlus Pharmacy,2024-01-15
Acetonazole,Cream,AstraZeneca plc,2024-05-08,73,Duane Reade,2023-07-10
Amoximycin,Drops,GlaxoSmithKline plc,2025-01-25,322,Guardian Pharmacy,2024-03-28
